Significant Interactions	Orf	Gene	Nobs	intercept	coefficient sgRNA_strength	coefficient concentration dependence	pval intercept	pval sgRNA_strength	pval concentration dependence	qval concentration dependence	Z score of concentration dependence
1	RVBD2076c	RVBD2076c	5	1.447706	0.306413	0.120536	0.0	0.132149	0.000144	0.000462	24.895882
0	RVBD1999c	RVBD1999c	14	0.988076	0.354053	-0.002256	0.0	0.0	0.883719	0.917118	-0.478357
1	RVBD0429c	def	66	1.332647	0.075969	0.101924	0.0	0.0	0.0	0.0	21.049823
-1	RVBD2255A	RVBD2255A	4	0.562094	0.356528	-0.094962	0.0	0.0	9.5e-05	0.000316	-19.635502
-1	RVBD2434c	RVBD2434c	19	0.721929	0.226381	-0.071268	0.0	0.0	5.1e-05	0.000176	-14.739277
1	RVBD2607	pdxH	7	1.22668	0.301447	0.050318	0.0	3.7e-05	0.003497	0.008343	10.385749
0	RVBD2807	RVBD2807	10	0.925749	0.353651	-0.015329	0.0	0.0	0.495024	0.594883	-3.179815
0	RVBD3063	cstA	39	1.02747	0.229878	0.021113	0.0	0.0	0.031715	0.058706	4.350709
0	RVBD3382c	lytB1	6	0.514372	0.43281	-0.087534	0.008993	2.5e-05	0.076534	0.126302	-18.10055
1	RVBD1637c	RVBD1637c	5	1.521208	0.403816	0.110449	0.0	0.0	1e-06	4e-06	22.811464
-1	tRNA-Met38	tRNA-Met38	4	-0.413515	0.08525	-0.18126	0.00234	0.0	0.0	0.0	-37.468472
-1	RVBD0042c	RVBD0042c	5	0.346713	0.182776	-0.123442	0.035247	2e-06	4.1e-05	0.000144	-25.520725
1	RVBD3230c	RVBD3230c	7	1.145914	0.275126	0.060223	0.0	0.0	0.006427	0.014334	12.432558
0	RVBD0086	hycQ	22	0.91381	0.175841	-0.01332	0.0	0.0	0.315648	0.410861	-2.764667
0	RVBD2302	RVBD2302	3	1.226353	1.365256	0.016341	0.0	1.2e-05	0.489078	0.589492	3.364603
0	RVBD0742	PE-PGRS8	4	1.116194	0.359162	0.030084	0.0	0.0	0.132218	0.19919	6.204513
1	RVBD2691	ceoB	6	5.216621	-0.013224	0.962182	0.0	0.946448	0.0	0.0	198.81704
1	RVBD0251c	hsp	8	1.464696	0.102135	0.125046	0.0	0.610554	0.00014	0.00045	25.827847
1	RVBD0848	cysK2	7	1.636043	0.222956	0.156232	0.0	0.0	0.0	0.0	32.272249
1	RVBD0508	RVBD0508	4	1.196497	-0.437364	0.381103	2.9e-05	0.000113	0.0	0.0	78.740509
1	RVBD0745	RVBD0745	5	1.787429	0.076059	0.214463	0.0	0.379192	0.000625	0.001775	44.30534
0	RVBD3334	RVBD3334	5	1.190492	0.36424	0.024178	0.0	0.000207	0.561534	0.654934	4.984073
0	RVBD2953	RVBD2953	15	0.866265	0.282157	-0.015019	0.0	0.0	0.288079	0.380245	-3.115755
0	RVBD3367	PE-PGRS51	6	0.797305	0.070999	-0.012279	0.0	0.365531	0.578927	0.670572	-2.54955
1	RVBD3779	RVBD3779	31	1.523676	0.311566	0.081733	0.0	0.0	0.0	0.0	16.877472
0	tRNA-Leu19	tRNA-Leu19	15	-0.03152	0.049432	-0.019508	0.860751	0.0	0.672816	0.748107	-4.04338
1	Negative	Negative10	97	0.605816	-0.069073	0.01382	0.0	0.0	0.02212	0.042686	2.843653
1	RVBD2752c	RVBD2752c	15	1.71061	0.350071	0.145409	0.0	0.0	0.0	0.0	30.03574
0	RVBD2530c	vapC39	6	0.790877	0.015475	-0.001264	0.0	0.820949	0.943768	0.959688	-0.273366
0	RVBD6031	tRNA-His	2	9.86764	0.607363	-0.034178	0.328144	0.266641	0.410602	0.511357	-7.074849
1	RVBD2514c	RVBD2514c	6	1.201462	0.321024	0.052139	0.0	3.2e-05	0.014039	0.028624	10.762048
-1	RVBD1613	trpA	58	0.479165	0.120424	-0.119006	0.0	0.0	0.0	0.0	-24.604052
-1	RVBD0444c	rskA	5	-0.572396	-0.289621	-0.205331	0.000265	0.035212	0.0	0.0	-42.442602
-1	RVBD1540	RVBD1540	58	0.778679	0.32698	-0.04408	0.0	0.0	1.3e-05	4.9e-05	-9.121038
0	tRNA-Trp8	tRNA-Trp8	10	0.138542	0.086696	-0.020121	0.378862	0.0	0.572814	0.665017	-4.170053
-1	RVBD1987	RVBD1987	7	0.19041	0.292602	-0.142388	0.015478	0.040589	0.0	0.0	-29.435804
-1	RVBD1831	RVBD1831	7	0.542336	0.094108	-0.106907	0.002962	0.0	0.009871	0.021039	-22.103866
0	RVBD3196A	RVBD3196A	2	0.372133	-2.261692	0.0733	0.599279	0.278513	0.05073	0.088816	15.134843
1	RVBD0061c	RVBD0061c	6	1.305473	0.09008	0.100618	0.0	0.263352	2e-06	8e-06	20.779946
1	RVBD1806	PE20	6	1.272337	0.340602	0.057162	0.0	0.0	0.004767	0.010946	11.800021
1	RVBD0943c	RVBD0943c	8	1.12321	0.273009	0.069393	0.0	0.0	0.00165	0.004294	14.327484
-1	RVBD2047c	RVBD2047c	27	0.485303	0.272739	-0.098407	0.0	0.0	0.0	0.0	-20.347391
0	tRNA-Glu11	tRNA-Glu11	16	0.260215	0.072784	0.002515	0.030837	0.0	0.930084	0.951211	0.507542
-1	RVBD2466c	RVBD2466c	9	0.688487	0.23708	-0.05227	0.0	0.0	0.000372	0.001109	-10.813453
-1	RVBD2235	RVBD2235	107	0.795178	0.113637	-0.033357	0.0	0.0	1e-06	4e-06	-6.905194
0	RVBD2262c	RVBD2262c	8	0.908281	0.213814	-0.02135	0.0	0.0	0.470185	0.569438	-4.424019
1	RVBD3141	fadB4	8	1.385567	0.038593	0.07523	0.0	0.804095	1.3e-05	4.9e-05	15.533666
0	RVBD3707c	RVBD3707c	6	1.144609	0.231375	0.045486	0.0	0.0	0.093058	0.149035	9.387245
0	tRNA-Arg43	tRNA-Arg43	1	0.173222	-0.013882	0.0	0.485686	1.0	1.0	1.0	-0.012168
1	RVBD0457c	RVBD0457c	14	1.408651	0.269108	0.089807	0.0	0.010218	0.0	0.0	18.545917
1	RVBD2369c	RVBD2369c	5	2.543361	0.556816	0.321797	0.0	0.115908	0.000182	0.000575	66.485275
-1	RVBD0517	RVBD0517	16	0.789099	0.201142	-0.041251	0.0	0.0	0.00501	0.011445	-8.536442
0	RVBD1549	fadD11.1	6	0.829412	0.062017	-0.023891	0.0	0.591806	0.320079	0.415798	-4.949101
1	RVBD1902c	nanT	20	1.068392	0.22787	0.027548	0.0	0.0	0.017568	0.034851	5.680463
0	RVBD0989c	grcC2	6	-0.071551	-0.044022	0.018354	0.487712	0.000116	0.40327	0.50334	3.780578
-1	RVBD2228c	RVBD2228c	74	0.296923	0.091961	-0.147855	0.0	0.0	0.0	0.0	-30.565527
1	RVBD1550	fadD11	9	1.051703	0.230434	0.048148	0.0	1.5e-05	0.004316	0.010013	9.937331
-1	RVBD2533c	nusB	33	0.362958	0.097648	-0.120181	0.0	0.0	0.0	0.0	-24.846859
0	RVBD3077	RVBD3077	11	0.994547	0.332924	0.013555	0.0	0.0	0.410393	0.511282	2.788893
-1	RVBD2151c	ftsQ	46	0.021318	0.121745	-0.158228	0.771829	0.0	0.0	0.0	-32.709046
-1	RVBD0500	proC	51	0.507615	0.114702	-0.10325	0.0	0.0	0.0	0.0	-21.348168
0	RVBD3770c	RVBD3770c	9	0.935907	0.267747	-0.000456	0.0	0.0	0.979978	0.98461	-0.106397
1	RVBD3188	RVBD3188	6	1.208255	-0.310247	0.104797	0.0	0.005929	0.001781	0.004588	21.643511
0	RVBD3087	RVBD3087	17	0.841295	0.643572	-0.053117	0.0	0.0	0.030863	0.057287	-10.988481
0	RVBD3024c	trmU	5	0.736209	0.217537	-0.02459	0.0	0.0	0.079891	0.130798	-5.093545
0	RVBD0500A	RVBD0500A	4	0.845507	0.126274	0.032258	0.0	0.006235	0.067469	0.113545	6.653757
1	RVBD1929c	RVBD1929c	12	1.34189	-0.031864	0.120542	0.0	0.77892	0.000267	0.000823	24.897122
-1	RVBD3907c	pcnA	116	0.454229	0.100206	-0.093956	0.0	0.0	0.0	0.0	-19.427618
0	RVBD0685	tuf	111	0.454618	0.093954	-0.011692	0.0	0.0	0.276427	0.367387	-2.42825
0	RVBD1488	RVBD1488	12	0.847833	0.233506	-0.022591	0.0	0.0	0.140636	0.209605	-4.680464
0	RVBD2549c	vapC20	5	1.165131	0.779742	0.020506	0.0	6e-06	0.417251	0.517115	4.225276
0	RVBD3736	RVBD3736	6	1.464129	0.982465	0.013329	0.0	1e-06	0.67035	0.74588	2.742191
0	RVBD1376	RVBD1376	10	1.074208	0.255143	0.021343	0.0	0.0	0.402372	0.50253	4.398237
1	RVBD2418c	RVBD2418c	52	1.108289	0.30578	0.028462	0.0	0.0	0.005117	0.011683	5.869336
-1	RVBD1695	ppnK	66	0.41966	0.092369	-0.09452	0.0	0.0	0.0	0.0	-19.544165
0	RVBD0985c	mscL	7	0.925878	0.263545	0.01254	0.0	3.7e-05	0.494021	0.594031	2.579149
0	RVBD1642	rpmI	20	-0.720807	0.026764	-0.02675	0.0	0.0	0.18234	0.259412	-5.539897
0	RVBD1001	arcA	7	1.082389	0.298522	-0.006345	0.0	0.0	0.833549	0.880414	-1.323324
-1	RVBD0710	rpsQ	11	-0.891799	0.015207	-0.039958	0.0	0.001596	0.017207	0.034236	-8.269252
1	RVBD0581	RVBD0581	2	1.501417	1.994141	0.082863	0.0	0.005623	4e-06	1.6e-05	17.11098
0	RVBD0696	RVBD0696	12	0.778943	0.163968	-0.013855	0.0	0.0	0.49679	0.596534	-2.875221
1	RVBD1169c	lipX	5	1.191242	0.340527	0.053424	0.0	0.0	0.000492	0.001428	11.027585
0	RVBD1789	PPE26	6	0.647336	0.140727	-0.020885	0.0	0.00059	0.261839	0.351118	-4.327929
0	RVBD2964B	RVBD2964B	5	1.40774	-2.088411	0.154259	1e-06	6e-06	0.028228	0.05298	31.86454
0	RVBD3571	kshB	9	0.909931	0.431846	-0.025738	0.0	0.0	0.32463	0.42052	-5.330773
0	RVBD0468	fadB2	6	0.763222	0.137006	-0.027258	0.0	0.0	0.341928	0.439404	-5.644872
0	RVBD1416	ribH	33	0.86351	0.097101	-0.013944	0.0	0.0	0.32855	0.42478	-2.893613
0	RVBD2407	RVBD2407	5	0.904951	0.322456	-0.029338	0.0	0.0	0.102072	0.160541	-6.074692
1	RVBD1916	aceAb	10	1.260468	0.432787	0.064766	0.0	0.0	0.000394	0.001171	13.371342
1	RVBD2871	vapB43	8	0.999528	0.239968	0.12151	0.0	0.0	0.003755	0.008853	25.097154
0	RVBD3429	PPE59	6	1.039914	-0.272249	0.032179	0.0	0.297087	0.089091	0.143248	6.637432
1	RVBD0527	ccdA	113	0.95216	0.092518	0.03453	0.0	0.0	7e-06	2.7e-05	7.123252
0	RVBD0394c	RVBD0394c	7	1.230849	0.606873	0.021349	0.0	0.0	0.256479	0.344846	4.399477
0	RVBD1638A	RVBD1638A	2	1.802203	3.660585	-0.022871	6e-06	0.00033	0.588849	0.680309	-4.738324
0	RVBD3124	moaR1	14	1.014971	0.689188	-0.013838	0.0	0.0	0.281566	0.373602	-2.871708
0	RVBD1722	RVBD1722	12	0.838795	0.216918	-0.01298	0.0	0.0	0.441934	0.541742	-2.694408
0	RVBD1969	mce3D	8	1.105407	0.404245	0.020913	0.0	0.0	0.196817	0.276214	4.30938
-1	RVBD2518c	ldtB	8	-1.793835	0.0225	-0.394524	0.0	0.277674	0.0	0.0	-81.538214
0	RVBD2675c	RVBD2675c	8	0.553631	-0.064724	-0.052284	5.8e-05	0.510263	0.102383	0.160905	-10.816346
-1	RVBD0101	nrp	51	0.722347	0.166135	-0.040053	0.0	0.0	0.000179	0.000567	-8.288883
1	RVBD2103c	vapC37	6	1.324328	-0.343501	0.095805	0.0	0.006329	9e-06	3.4e-05	19.785368
0	RVBD3548c	RVBD3548c	5	0.964243	0.634753	-0.028265	0.0	0.0	0.416736	0.516794	-5.852962
1	RVBD1194c	RVBD1194c	10	2.513487	0.445528	0.311715	0.0	0.0	0.0	0.0	64.40189
1	RVBD2665	RVBD2665	4	1.507921	3.950404	0.107719	0.0	0.002031	0.00099	0.002713	22.247325
-1	RVBD0154c	fadE2	8	0.783965	0.325594	-0.052578	0.0	0.0	0.001043	0.002829	-10.8771
0	RVBD2494	vapC38	7	1.010076	1.074659	0.015463	0.0	0.000935	0.647697	0.73074	3.18317
0	RVBD1870c	RVBD1870c	5	0.869515	0.236149	-0.015634	0.0	0.001462	0.372429	0.470811	-3.242841
0	RVBD1666c	cyp139	8	0.66996	0.262973	-0.049019	0.0	1e-06	0.033939	0.062479	-10.141654
0	RVBD0418	lpqL	6	0.897743	0.310435	-0.015782	0.0	0.0	0.418666	0.518391	-3.273424
-1	RVBD2411c	RVBD2411c	11	0.518557	0.247689	-0.078067	0.0	0.0	4e-06	1.6e-05	-16.144251
0	RVBD3737	RVBD3737	14	1.1499	0.410621	0.010929	0.0	0.0	0.569323	0.661538	2.246245
0	RVBD0634c	RVBD0634c	11	1.03739	0.062686	0.035248	0.0	0.171342	0.057087	0.098284	7.271623
0	RVBD2904c	rplS	20	0.747984	0.107541	0.018634	0.0	0.0	0.415491	0.515883	3.838438
-1	RVBD2921c	ftsY	89	0.214091	0.089888	-0.087435	0.0	0.0	0.0	0.0	-18.080092
-1	RVBD3782	glfT1	75	0.685671	0.11421	-0.067705	0.0	0.0	0.0	0.0	-14.003005
0	Negative	Negative4	98	0.510036	-0.137712	-0.00636	0.0	1.7e-05	0.253365	0.341912	-1.326424
0	RVBD0265c	RVBD0265c	11	1.281344	0.259298	0.012652	0.0	0.0	0.668675	0.745454	2.602293
-1	RVBD3343c	PPE54	54	0.731849	0.155984	-0.026302	0.0	0.0	0.002169	0.005418	-5.44732
-1	RVBD3609c	folE	52	0.554817	0.086727	-0.098114	0.0	0.0	0.0	0.0	-20.286844
1	RVBD0329c	RVBD0329c	6	0.946644	-0.176618	0.066298	0.0	0.000376	0.014508	0.029461	13.687921
-1	RVBD3644c	RVBD3644c	107	0.583613	0.151104	-0.061871	0.0	0.0	0.0	0.0	-12.797443
0	RVBD3027c	RVBD3027c	12	0.868783	0.20205	-0.019581	0.0	0.0	0.137499	0.206146	-4.058465
-1	RVBD0805	RVBD0805	6	0.556994	0.32759	-0.118457	1e-06	3e-06	4.3e-05	0.000151	-24.490605
-1	RVBD0423c	thiC	143	0.904117	0.108227	-0.017904	0.0	0.0	0.017366	0.034501	-3.711923
1	RVBD1866	RVBD1866	20	1.193135	0.381605	0.028294	0.0	0.0	0.0264	0.049804	5.83462
0	RVBD0718	rpsH	28	0.324784	0.081321	0.030004	0.002037	0.0	0.219977	0.304485	6.187981
0	RVBD1912c	fadB5	10	1.161834	0.474424	0.029932	0.0	0.03991	0.328893	0.425088	6.173103
1	RVBD0487	RVBD0487	8	0.98738	-0.548311	0.132412	0.0	0.016303	0.000737	0.002061	27.349987
-1	RVBD0729	xylB	8	0.290911	0.104264	-0.092161	0.028182	0.00362	0.00854	0.018455	-19.056692
1	RVBD2296	RVBD2296	14	1.597038	0.912139	0.115972	0.0	0.0	0.000766	0.002134	23.952759
0	RVBD0214	fadD4	10	0.980964	0.184126	0.005644	0.0	0.0	0.772886	0.830236	1.154131
0	RVBD3191c	RVBD3191c	6	1.233066	0.563117	0.045072	0.0	0.207601	0.071114	0.118543	9.301694
0	RVBD0633c	RVBD0633c	6	0.980607	0.062502	0.05178	0.0	0.73587	0.077936	0.128169	10.687862
1	RVBD0246	RVBD0246	11	1.167228	0.185863	0.050316	0.0	0.0	0.002197	0.005481	10.385335
0	RVBD1262c	RVBD1262c	6	0.613482	-0.170426	0.00112	1.2e-05	0.224604	0.968132	0.976351	0.219274
0	RVBD3373	echA18	5	1.284706	0.406827	0.026584	0.0	0.0	0.319365	0.415031	5.481258
1	RVBD1496	RVBD1496	8	1.280185	0.341487	0.062173	0.0	0.0	0.001037	0.002817	12.835514
1	RVBD3826	fadD23	19	1.020537	0.205985	0.03946	0.0	0.0	0.001768	0.00456	8.142007
-1	RVBD0308	RVBD0308	7	0.60002	0.1187	-0.060009	0.0	0.0	0.015112	0.030534	-12.412672
0	RVBD3259	RVBD3259	6	0.527646	-0.036527	-0.049492	0.0	0.534658	0.036985	0.067259	-10.239396
-1	RVBD2703	sigA	75	-0.150254	0.087722	-0.077314	0.012226	0.0	0.0	0.0	-15.988648
0	RVBD1087A	RVBD1087A	6	1.357764	0.246041	0.073537	0.0	0.0	0.035667	0.065274	15.183818
-1	RVBD2899c	fdhD	9	0.606065	0.167817	-0.053912	0.0	0.0	0.00374	0.008824	-11.152763
1	RVBD3528c	RVBD3528c	6	1.130183	0.219731	0.045093	0.0	0.000402	0.001654	0.004302	9.306033
-1	RVBD2727c	miaA	82	0.705708	0.143619	-0.051937	0.0	0.0	0.0	0.0	-10.744641
1	RVBD2536	RVBD2536	9	1.134582	-0.005084	0.203022	0.0	0.831745	1e-06	4e-06	41.941125
1	RVBD2481c	RVBD2481c	6	1.084099	0.025956	0.059086	0.0	0.445152	0.001965	0.004992	12.197604
0	RVBD3348	RVBD3348	4	1.016923	0.078321	0.040573	0.0	0.583392	0.177635	0.253971	8.372002
0	RVBD0304c	PPE5	45	0.851643	0.295867	-0.013884	0.0	0.0	0.191263	0.269826	-2.881214
-1	RVBD0382c	pyrE	21	0.280616	0.101254	-0.135369	9e-06	0.0	0.0	0.0	-27.985369
1	RVBD0323c	RVBD0323c	7	1.483286	0.311856	0.12336	0.0	0.243383	0.0	0.0	25.479445
0	RVBD0500B	RVBD0500B	1	-6.499644	0.903136	1.8e-05	0.000513	1.0	1.0	1.0	-0.008448
0	RVBD2798c	RVBD2798c	4	0.970615	0.099059	0.040299	0.0	0.319712	0.099411	0.157213	8.315382
-1	RVBD0645c	mmaA1	12	0.606064	0.164129	-0.046858	0.0	0.000645	0.005831	0.013135	-9.695096
-1	RVBD3616c	espA	12	0.714869	0.249875	-0.060613	0.0	0.0	0.000418	0.001234	-12.537485
0	RVBD1079	metB	6	0.841263	0.268833	-0.004079	0.0	0.0	0.900289	0.929041	-0.855069
1	RVBD2909c	rpsP	31	2.09819	0.122876	0.237467	0.0	0.0	0.0	0.0	49.05898
0	tRNA-Ala15	tRNA-Ala15	6	0.504107	0.097584	-0.034616	0.102073	0.0	0.6295	0.716413	-7.165359
0	RVBD1715	fadB3	7	0.907709	0.16351	0.038486	0.0	8.4e-05	0.082541	0.134266	7.940736
0	RVBD0499	RVBD0499	6	1.221977	0.18161	0.066485	0.0	0.0	0.174514	0.250534	13.726564
0	RVBD3476c	kgtP	17	0.905611	0.284447	-0.026391	0.0	0.0	0.267453	0.35746	-5.465711
1	RVBD0539	RVBD0539	7	1.164804	0.242621	0.043471	0.0	0.0	0.023707	0.045329	8.970857
-1	RVBD2477c	RVBD2477c	118	0.331094	0.144828	-0.10878	0.0	0.0	0.0	0.0	-22.49091
0	RVBD2661c	RVBD2661c	5	1.230211	0.389733	0.032973	0.0	2.4e-05	0.305752	0.399775	6.801507
0	RVBD3653	PE-PGRS61	5	1.166279	0.173731	0.073787	0.0	2.7e-05	0.043415	0.07759	15.235479
0	RVBD0393	RVBD0393	6	1.304239	0.235046	0.058259	0.0	0.0	0.027799	0.052321	12.026709
0	RVBD2277c	RVBD2277c	9	0.730043	0.120728	-0.027599	0.0	0.0	0.192975	0.271482	-5.715337
0	RVBD1012	RVBD1012	2	1.087464	1.106451	-0.020159	0.0	0.003541	0.226777	0.312186	-4.177906
0	RVBD0345	RVBD0345	5	0.956816	0.282447	0.015805	0.0	0.311922	0.531042	0.627657	3.253842
-1	RVBD3455c	truA	76	0.824301	0.22301	-0.022918	0.0	0.0	0.001173	0.00315	-4.748037
0	RVBD1688	mpg	4	0.820478	0.351996	-0.005423	0.0	0.163047	0.841614	0.88754	-1.132798
-1	RVBD3882c	eccE1	12	0.362325	0.164407	-0.107721	0.0	0.0	0.0	0.0	-22.272074
1	RVBD1837c	glcB	238	3.303216	0.167441	0.456562	0.0	0.0	0.0	0.0	94.333664
1	RVBD0173	lprK	8	1.150217	0.316941	0.089931	0.0	0.0	1e-06	4e-06	18.57154
0	RVBD0298	RVBD0298	1	-3.223821	-0.037139	0.007065	0.5972	1.0	1.0	1.0	1.447773
0	RVBD2396	PE-PGRS41	8	0.705972	0.148465	-0.017241	0.0	0.000388	0.424168	0.524239	-3.574918
0	RVBD0219	RVBD0219	6	1.282271	0.222063	0.062339	0.0	0.0	0.0365	0.066497	12.869817
1	RVBD2276	cyp121	21	1.018553	0.067212	0.035822	0.0	0.148716	0.021456	0.041584	7.390236
-1	RVBD3227	aroA	87	0.74477	0.108546	-0.065219	0.0	0.0	0.0	0.0	-13.489287
-1	RVBD2954c	RVBD2954c	16	0.827971	0.200867	-0.037358	0.0	0.0	0.003146	0.0076	-7.731977
1	RVBD0094c	RVBD0094c	4	1.151454	0.239752	0.048619	0.0	0.0	0.009777	0.020883	10.034661
-1	RVBD1226c	RVBD1226c	6	0.614772	0.284989	-0.069916	0.0	0.0	2.7e-05	9.7e-05	-14.459895
-1	RVBD3712	RVBD3712	98	0.801719	0.104792	-0.025084	0.0	0.0	0.006772	0.015053	-5.195628
-1	RVBD3918c	parA	86	0.125445	0.117539	-0.123509	0.003833	0.0	0.0	0.0	-25.534571
0	RVBD0854	RVBD0854	4	1.221704	0.871969	0.056855	0.0	0.006395	0.069499	0.116427	11.736581
1	RVBD1572c	RVBD1572c	8	1.117634	0.005711	0.05649	0.0	0.970694	0.001487	0.00391	11.661156
1	RVBD1852	ureG	6	1.487731	0.295716	0.100055	0.0	0.0	8.6e-05	0.000288	20.663605
0	RVBD2372c	RVBD2372c	5	1.020478	0.440399	-0.030089	0.0	0.0	0.091711	0.147168	-6.229881
1	RVBD2839c	infB	213	0.705226	0.104822	0.037674	0.0	0.0	5e-06	2e-05	7.772941
-1	RVBD2737c	recA	13	0.208331	0.125303	-0.101747	0.000257	0.0	0.0	0.0	-21.037582
1	RVBD3375	amiD	7	1.104517	0.230478	0.056751	0.0	0.064617	0.004347	0.010079	11.71509
-1	RVBD1092c	coaA	88	0.669777	0.105795	-0.062834	0.0	0.0	0.0	0.0	-12.996441
-1	RVBD1712	cmk	58	0.586754	0.114299	-0.062375	0.0	0.0	0.0	0.0	-12.901592
0	RVBD2776c	RVBD2776c	11	0.643967	0.032992	-0.029812	0.0	0.365295	0.154927	0.226639	-6.172641
1	RVBD1563c	treY	16	1.186239	0.302193	0.058507	0.0	0.0	0.000114	0.000372	12.077957
0	RVBD2216	RVBD2216	7	1.235576	0.301969	0.014113	0.0	0.0	0.52012	0.618745	2.9042
1	RVBD0676c	mmpL5	33	1.232261	0.166425	0.077708	0.0	0.0	1e-06	4e-06	16.04573
1	RVBD2017	RVBD2017	91	1.000844	0.135416	0.022587	0.0	0.0	0.021959	0.042457	4.655302
0	RVBD0396	RVBD0396	6	0.795627	0.072302	-0.013622	0.0	0.257494	0.521443	0.619514	-2.827073
0	RVBD0233	nrdB	11	1.083579	0.384782	-0.002754	0.0	0.0	0.881361	0.915939	-0.581265
-1	RVBD1157c	RVBD1157c	6	0.13874	0.124692	-0.088471	0.146167	0.062271	0.000618	0.001758	-18.294175
0	RVBD2423	RVBD2423	11	1.148437	0.741488	0.032407	0.0	0.0	0.041047	0.073782	6.684547
0	RVBD3572	RVBD3572	8	0.808298	0.204055	-0.01185	0.0	0.0	0.455713	0.554572	-2.4609
1	RVBD3229c	desA3	11	0.935348	0.220553	0.037649	0.0	0.0	0.001549	0.00406	7.767775
1	RVBD3771c	RVBD3771c	2	0.958579	8.892438	0.130694	0.002119	0.033198	0.001856	0.004751	26.994973
0	RVBD3162c	RVBD3162c	5	0.93976	0.236386	0.000938	0.0	0.0	0.964174	0.973766	0.181664
0	RVBD3351c	RVBD3351c	5	1.308608	0.243714	0.076071	0.0	0.0	0.029031	0.05426	15.707454
1	RVBD3696c	glpK	13	5.459854	0.425496	0.617247	0.0	0.0	0.0	0.0	127.538267
-1	RVBD3794	embA	381	-1.065477	0.084442	-0.390696	0.0	0.0	0.0	0.0	-80.74718
0	RVBD1972	RVBD1972	6	0.997923	0.437578	-0.004156	0.0	4e-06	0.884762	0.917708	-0.87098
1	RVBD3269	RVBD3269	2	4.12471	2.052642	0.422399	0.0	0.015623	1e-06	4e-06	87.274082
-1	RVBD2230c	RVBD2230c	5	0.707017	0.222152	-0.096463	0.0	0.0	0.000346	0.001041	-19.945675
-1	RVBD3625c	mesJ	54	0.65635	0.123964	-0.053444	0.0	0.0	3e-06	1.2e-05	-11.056054
1	RVBD0786c	RVBD0786c	7	1.242983	0.089627	0.061845	0.0	0.538232	0.012799	0.026402	12.767735
0	RVBD1144	RVBD1144	6	0.826308	0.061702	-0.00451	0.0	0.320339	0.792693	0.844995	-0.944132
-1	RVBD1047	RVBD1047	17	0.579047	0.115476	-0.039265	0.0	0.0	0.018911	0.037132	-8.126047
0	RVBD0608	vapB28	5	0.692439	0.655409	-0.021668	0.0	0.0	0.162917	0.236613	-4.489731
1	RVBD0740	RVBD0740	6	1.22798	0.157668	0.048459	0.0	0.00038	0.00294	0.007156	10.001597
-1	RVBD0453	PPE11	12	0.808458	0.206691	-0.038898	0.0	0.0	0.022712	0.043641	-8.050209
0	RVBD2303c	RVBD2303c	14	1.005214	0.211766	-0.000827	0.0	0.0	0.96086	0.971809	-0.183062
-1	RVBD1382	RVBD1382	45	-0.119006	0.099607	-0.18841	0.062046	0.0	0.0	0.0	-38.945978
-1	RVBD1822	pgsA2	110	0.185922	0.13605	-0.21825	2e-06	0.0	0.0	0.0	-45.112237
-1	RVBD2585c	RVBD2585c	6	0.695695	0.209579	-0.030907	0.0	0.0	0.013778	0.028148	-6.398916
1	RVBD3683	RVBD3683	5	1.589359	0.028562	0.213676	0.0	0.526993	0.0	0.0	44.142711
-1	RVBD0556	RVBD0556	54	-0.075283	0.196969	-0.233614	0.118141	0.0	0.0	0.0	-48.287116
1	RVBD1974	RVBD1974	4	1.048335	-0.616978	0.077776	0.0	0.004266	0.003704	0.008758	16.059782
0	RVBD0088	RVBD0088	6	0.769806	0.123226	-0.017439	0.0	0.0	0.551595	0.645018	-3.615834
1	RVBD1962c	RVBD1962c	4	1.108462	-4.193044	0.073544	0.0	0.009753	0.003517	0.008381	15.185264
0	RVBD2274A	mazE8	5	0.896583	0.123564	0.016747	0.0	0.178814	0.302247	0.396227	3.448501
-1	RVBD3006	lppZ	128	0.13526	0.330069	-0.192346	0.000147	0.0	0.0	0.0	-39.759329
-1	RVBD3626c	RVBD3626c	6	-0.663471	0.053417	-0.216427	0.0	0.0	0.0	0.0	-44.735524
1	RVBD2579	dhaA	4	1.302477	0.249893	0.07885	0.0	1e-06	0.001344	0.003571	16.281717
0	RVBD3585	radA	7	0.95928	0.222718	-0.038222	0.0	0.174721	0.108192	0.168526	-7.910517
1	RVBD0142	RVBD0142	7	1.500572	0.363085	0.081262	0.0	0.0	0.012361	0.025616	16.780143
1	RVBD2829c	RVBD2829c	5	1.277212	0.245543	0.05	0.0	0.0	0.026017	0.049311	10.320036
1	RVBD0757	phoP	6	0.214107	-0.013826	0.111328	0.43738	0.797482	0.0	0.0	22.993104
-1	RVBD1094	desA2	66	-0.489303	0.084792	-0.21884	0.0	0.0	0.0	0.0	-45.234157
1	RVBD0691c	RVBD0691c	6	1.457128	0.142544	0.125258	0.0	0.005998	2e-06	8e-06	25.871656
1	RVBD0871	cspB	6	1.080184	0.076305	0.072718	0.0	0.33058	0.001919	0.004893	15.014576
0	RVBD2232	ptkA	8	0.717878	-0.045509	0.009211	0.0	0.200675	0.755134	0.816815	1.891231
0	RVBD2689c	RVBD2689c	6	0.918848	0.114634	0.01598	0.0	0.004773	0.415718	0.516006	3.290005
