#Resampling
#Command: python ignoreNTerm=5.0 ctrlString=/pacific/home/mdejesus/transit/tutorial/glycerol_reads_rep1.wig,/pacific/home/mdejesus/transit/tutorial/glycerol_reads_rep2.wig pubmsg=<bound method Publisher.sendMessage of <wx.lib.pubsub.core.publisher.Publisher instance at 0x3984290>> expString=/pacific/home/mdejesus/transit/tutorial/cholesterol_reads_rep1.wig,/pacific/home/mdejesus/transit/tutorial/cholesterol_reads_rep2.wig,/pacific/home/mdejesus/transit/tutorial/cholesterol_reads_rep3.wig ignoreCodon=True annotationPath=/pacific/home/mdejesus/transit/H37Rv.prot_table ignoreCTerm=5.0 histPath=/pacific/home/mdejesus/transit/testNC/resampling_results sampleSize=10000 doAdaptive=False output=<open file u'/pacific/home/mdejesus/transit/testNC/resampling_results.dat', mode 'w' at 0x41d4c90> doNormalize=True wx=<module 'wx' from '/usr/lib/python2.7/dist-packages/wx/__init__.pyc'>
#Control Samples:  /pacific/home/mdejesus/transit/tutorial/glycerol_reads_rep1.wig, /pacific/home/mdejesus/transit/tutorial/glycerol_reads_rep2.wig
#Experimental Samples:  /pacific/home/mdejesus/transit/tutorial/cholesterol_reads_rep1.wig, /pacific/home/mdejesus/transit/tutorial/cholesterol_reads_rep2.wig, /pacific/home/mdejesus/transit/tutorial/cholesterol_reads_rep3.wig
#Normalization factors: 1.0946	0.8477	1.1728	1.1715	0.8330
#Orf	%Name	Description	N	TAs Hit	Avg Rd 1	Avg Rd 2	Delta Rd	p-value	p-adj
Rv2308	-	hypothetical protein Rv2308 	16	14	2170.2	3282.2	1112.0	0.50310	1.00000
Rv2309A	-	hypothetical protein Rv2309A 	12	10	3102.9	3927.8	824.9	0.72170	1.00000
Rv2309c	-	POSSIBLE INTEGRASE (FRAGMENT) 	7	5	1709.1	2074.5	365.4	0.78830	1.00000
Rv2310	-	POSSIBLE EXCISIONASE 	3	2	264.1	156.2	-107.9	0.63450	1.00000
Rv2311	-	hypothetical protein Rv2311 	7	7	2734.4	1773.0	-961.4	0.47210	1.00000
Rv2312	-	hypothetical protein Rv2312 	3	3	417.2	1159.7	742.5	0.15030	1.00000
Rv2313c	-	hypothetical protein Rv2313c 	9	7	3849.1	4659.4	810.4	0.77240	1.00000
Rv2314c	-	hypothetical protein Rv2314c 	13	9	2403.2	3068.4	665.2	0.71330	1.00000
Rv2315c	-	hypothetical protein Rv2315c 	31	18	1892.2	3353.6	1461.4	0.33570	1.00000
Rv2316	uspA	PROBABLE SUGAR-TRANSPORT INTEGRAL MEMBRANE PROTEIN ABC TRANSPORTER USPA 	10	5	1002.1	914.1	-88.0	0.89890	1.00000
Rv2317	uspB	PROBABLE SUGAR-TRANSPORT INTEGRAL MEMBRANE PROTEIN ABC TRANSPORTER USPB 	12	1	17.8	2.3	-15.5	1.00000	1.00000
Rv2318	uspC	PROBABLE PERIPLASMIC SUGAR-BINDING LIPOPROTEIN USPC 	30	12	1079.6	1452.8	373.1	0.66550	1.00000
Rv2319c	-	hypothetical protein Rv2319c 	14	8	1249.8	996.9	-252.8	0.74200	1.00000
Rv2320c	rocE	PROBABLE CATIONIC AMINO ACID TRANSPORT INTEGRAL MEMBRANE PROTEIN ROCE 	27	20	3591.5	4303.3	711.8	0.80890	1.00000
Rv2321c	rocD2	PROBABLE ORNITHINE AMINOTRANSFERASE (C-terminus part) ROCD2 (ORNITHINE--OXO-ACID AMINOTRANSFERASE) 	8	3	269.7	667.0	397.3	0.34740	1.00000
Rv2322c	rocD1	PROBABLE ORNITHINE AMINOTRANSFERASE (N-terminus part) ROCD1 (ORNITHINE--OXO-ACID AMINOTRANSFERASE) 	8	4	274.2	352.5	78.3	0.77580	1.00000
Rv2323c	-	hypothetical protein Rv2323c 	20	14	2310.7	2344.2	33.5	0.98430	1.00000
Rv2324	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY ASNC-FAMILY) 	2	1	162.8	137.8	-25.0	1.00000	1.00000
Rv2325c	-	hypothetical protein Rv2325c 	7	3	198.3	139.4	-58.9	0.72600	1.00000
Rv2326c	-	POSSIBLE TRANSMEMBRANE ATP-BINDING PROTEIN ABC TRANSORTER 	22	19	4978.5	4857.6	-120.9	0.97160	1.00000
Rv2327	-	hypothetical protein Rv2327 	5	3	164.9	280.6	115.7	0.48270	1.00000
Rv2328	PE23	PE FAMILY PROTEIN 	12	11	2847.4	2327.1	-520.3	0.76020	1.00000
Rv2329c	narK1	PROBABLE NITRITE EXTRUSION PROTEIN 1 NARK1 (NITRITE FACILITATOR 1) 	27	23	7858.7	6660.0	-1198.7	0.83280	1.00000
Rv2330c	lppP	PROBABLE LIPOPROTEIN LPPP 	6	5	756.6	969.4	212.8	0.77580	1.00000
Rv2331	-	hypothetical protein Rv2331 	5	5	429.0	777.4	348.4	0.38170	1.00000
Rv2331A	-	hypothetical protein Rv2331A 	4	3	1151.5	1302.5	151.0	0.85000	1.00000
Rv2332	mez	PROBABLE 	26	19	3701.8	4804.7	1102.9	0.68790	1.00000
Rv2333c	-	PROBABLE CONSERVED INTEGRAL MEMBRANE TRANSPORT PROTEIN 	17	14	5523.4	4857.2	-666.2	0.84440	1.00000
Rv2334	cysK1	PROBABLE CYSTEINE SYNTHASE A CYSK1 (O-ACETYLSERINE SULFHYDRYLASE A) (O-ACETYLSERINE (THIOL)-LYASE A) (CSASE A) 	13	7	335.3	386.5	51.3	0.86370	1.00000
Rv2335	cysE	PROBABLE SERINE ACETYLTRANSFERASE CYSE (SAT) 	5	3	10.9	353.7	342.8	0.05700	1.00000
Rv2336	-	hypothetical protein Rv2336 	28	10	602.3	509.7	-92.6	0.80280	1.00000
Rv2337c	-	hypothetical protein Rv2337c 	6	4	1088.2	1610.0	521.9	0.60250	1.00000
Rv2338c	moeW	hypothetical protein Rv2338c 	34	12	589.5	1028.8	439.3	0.40090	1.00000
Rv2339	mmpL9	PROBABLE CONSERVED TRANSMEMBRANE TRANSPORT PROTEIN MMPL9 	79	30	4838.8	4969.8	131.0	0.96690	1.00000
Rv2340c	PE_PGRS39	PE-PGRS FAMILY PROTEIN 	13	12	3955.6	3991.6	36.0	0.99020	1.00000
Rv2341	lppQ	PROBABLE CONSERVED LIPOPROTEIN LPPQ 	3	3	1638.8	1677.3	38.5	0.98210	1.00000
Rv2342	-	hypothetical protein Rv2342 	3	2	349.7	132.9	-216.9	0.35300	1.00000
Rv2343c	dnaG	DNA primase 	20	0	0.0	0.0	0.0	1.00000	1.00000
Rv2344c	dgt	deoxyguanosinetriphosphate triphosphohydrolase-like protein 	24	17	2554.9	1212.0	-1342.9	0.26700	1.00000
Rv2345	-	POSSIBLE CONSERVED TRANSMEMBRANE PROTEIN 	28	26	10659.1	9108.3	-1550.8	0.90380	1.00000
Rv2346c	esxO	PUTATIVE ESAT-6 LIKE PROTEIN ESXO (ESAT-6 LIKE PROTEIN 6) 	0	0	0.0	0.0	0.0	1.00000	1.00000
Rv2347c	esxP	PUTATIVE ESAT-6 LIKE PROTEIN ESXP (ESAT-6 LIKE PROTEIN 7) 	1	1	387.5	108.6	-278.9	0.39930	1.00000
Rv2348c	-	hypothetical protein Rv2348c 	2	2	176.9	689.1	512.2	0.39200	1.00000
Rv2349c	plcC	PROBABLE PHOSPHOLIPASE C 3 PLCC 	25	23	12413.6	10683.8	-1729.8	0.91300	1.00000
Rv2350c	plcB	PROBABLE MEMBRANE-ASSOCIATED PHOSPHOLIPASE C 2 PLCB 	20	18	2900.6	5715.7	2815.1	0.31330	1.00000
Rv2351c	plcA	PROBABLE MEMBRANE-ASSOCIATED PHOSPHOLIPASE C 1 PLCA (MTP40 ANTIGEN) 	23	20	12263.5	12830.7	567.1	0.94330	1.00000
Rv2352c	PPE38	PPE FAMILY PROTEIN 	15	15	9450.1	11075.5	1625.4	0.83890	1.00000
Rv2353c	PPE39	PPE FAMILY PROTEIN 	22	8	472.4	543.8	71.4	0.85020	1.00000
Rv2354	-	PROBABLE TRANSPOSASE 	0	0	0.0	0.0	0.0	1.00000	1.00000
Rv2355	-	PROBABLE TRANSPOSASE 	1	0	0.0	0.0	0.0	1.00000	1.00000
Rv2356c	PPE40	PPE FAMILY PROTEIN 	26	15	3141.1	3978.2	837.1	0.74980	1.00000
Rv2357c	glyS	glycyl-tRNA synthetase 	28	0	0.0	0.0	0.0	1.00000	1.00000
Rv2358	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY ARSR-FAMILY) 	4	0	0.0	0.0	0.0	1.00000	1.00000
Rv2359	furB	PROBABLE FERRIC UPTAKE REGULATION PROTEIN FURB 	5	2	3.4	36.3	32.9	0.20790	1.00000
Rv2360c	-	hypothetical protein Rv2360c 	5	4	560.9	886.0	325.0	0.52930	1.00000
Rv2361c	-	LONG (C50) CHAIN Z-ISOPRENYL DIPHOSPHATE SYNTHASE (Z-DECAPRENYL DIPHOSPHATE SYNTHASE) 	15	0	0.0	0.0	0.0	1.00000	1.00000
Rv2362c	recO	DNA repair protein RecO 	8	3	221.7	12.6	-209.1	0.14660	1.00000
Rv2363	amiA2	amidase 	17	7	485.0	645.7	160.7	0.69990	1.00000
Rv2364c	era	GTP-binding protein Era 	15	0	0.0	0.0	0.0	1.00000	1.00000
Rv2365c	-	hypothetical protein Rv2365c 	2	2	224.1	167.0	-57.1	0.71190	1.00000
Rv2366c	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	19	11	1967.0	1743.4	-223.6	0.85980	1.00000
Rv2367c	-	hypothetical protein Rv2367c 	7	1	34.2	151.3	117.1	0.90260	1.00000
Rv2368c	phoH1	PROBABLE PHOH-LIKE PROTEIN PHOH1 (PHOSPHATE STARVATION-INDUCIBLE PROTEIN PSIH) 	17	16	3836.2	4542.8	706.7	0.85640	1.00000
Rv2369c	-	hypothetical protein Rv2369c 	3	3	72.7	236.6	163.9	0.18900	1.00000
Rv2370c	-	hypothetical protein Rv2370c 	17	15	3490.3	2800.2	-690.1	0.73910	1.00000
Rv2371	PE_PGRS40	PE-PGRS FAMILY PROTEIN 	1	0	0.0	0.0	0.0	1.00000	1.00000
Rv2372c	-	hypothetical protein Rv2372c 	4	3	915.3	411.7	-503.6	0.39780	1.00000
Rv2373c	dnaJ2	PROBABLE CHAPERONE PROTEIN DNAJ2 	8	0	0.0	0.0	0.0	1.00000	1.00000
Rv2374c	hrcA	heat-inducible transcription repressor 	21	4	149.2	522.3	373.2	0.54410	1.00000
Rv2375	-	hypothetical protein Rv2375 	8	8	1189.5	4323.1	3133.6	0.10500	1.00000
Rv2376c	cfp2	LOW MOLECULAR WEIGHT ANTIGEN CFP2 (LOW MOLECULAR WEIGHT PROTEIN ANTIGEN 2) (CFP-2) 	2	2	569.5	579.5	10.0	0.97620	1.00000
Rv2377c	mbtH	PUTATIVE CONSERVED PROTEIN MBTH 	2	1	0.0	12.9	12.9	1.00000	1.00000
Rv2378c	mbtG	LYSINE-N-OXYGENASE MBTG (L-LYSINE 6-MONOOXYGENASE) (LYSINE N6-HYDROXYLASE) 	8	5	452.2	242.8	-209.4	0.41950	1.00000
Rv2379c	mbtF	PEPTIDE SYNTHETASE MBTF (PEPTIDE SYNTHASE) 	59	21	475.1	492.8	17.7	0.95890	1.00000
Rv2380c	mbtE	PEPTIDE SYNTHETASE MBTE (PEPTIDE SYNTHASE) 	72	38	1231.5	1041.5	-190.0	0.80670	1.00000
Rv2381c	mbtD	POLYKETIDE SYNTHETASE MBTD (POLYKETIDE SYNTHASE) 	40	9	106.6	283.8	177.2	0.26260	1.00000
Rv2382c	mbtC	POLYKETIDE SYNTHETASE MBTC (POLYKETIDE SYNTHASE) 	16	6	147.9	41.5	-106.4	0.32280	1.00000
Rv2383c	mbtB	PHENYLOXAZOLINE SYNTHASE MBTB (PHENYLOXAZOLINE SYNTHETASE) 	47	30	1606.8	1542.7	-64.2	0.94880	1.00000
Rv2384	mbtA	BIFUNCTIONAL ENZYME MBTA: SALICYL-AMP LIGASE (SAL-AMP LIGASE) + SALICYL-S-ArCP SYNTHETASE 	20	15	229.4	384.0	154.6	0.45790	1.00000
Rv2385	mbtJ	PUTATIVE ACETYL HYDROLASE MBTJ 	18	14	4465.6	5103.1	637.6	0.84310	1.00000
Rv2386c	mbtI	salicylate synthase MbtI 	16	4	253.4	61.0	-192.4	0.22490	1.00000
Rv2387	-	hypothetical protein Rv2387 	23	21	4649.3	6003.2	1354.0	0.72940	1.00000
Rv2388c	hemN	coproporphyrinogen III oxidase 	19	14	5134.7	33401.0	28266.4	0.24840	1.00000
Rv2389c	rpfD	PROBABLE RESUSCITATION-PROMOTING FACTOR RPFD 	7	5	3712.9	2135.1	-1577.8	0.35540	1.00000
Rv2390c	-	hypothetical protein Rv2390c 	5	4	2019.5	2108.6	89.2	0.95620	1.00000
Rv2391	nirA	PROBABLE FERREDOXIN-DEPENDENT NITRITE REDUCTASE NIRA 	19	0	0.0	0.0	0.0	1.00000	1.00000
Rv2392	cysH	phosphoadenosine phosphosulfate reductase 	12	0	0.0	0.0	0.0	1.00000	1.00000
Rv2393	-	hypothetical protein Rv2393 	6	0	0.0	0.0	0.0	1.00000	1.00000
Rv2394	ggtB	PROBABLE GAMMA-GLUTAMYLTRANSPEPTIDASE PRECURSOR GGTB (GAMMA-GLUTAMYLTRANSFERASE) (GLUTAMYL TRANSPEPTIDASE) 	30	27	5542.9	43430.7	37887.8	0.21210	1.00000
Rv2395	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	33	26	8845.3	11994.4	3149.1	0.65480	1.00000
Rv2396	PE_PGRS41	PE-PGRS FAMILY PROTEIN 	12	8	4521.8	2863.9	-1657.8	0.44680	1.00000
Rv2397c	cysA1	PROBABLE SULFATE-TRANSPORT ATP-BINDING PROTEIN ABC TRANSPORTER CYSA1 	12	0	0.0	0.0	0.0	1.00000	1.00000
Rv2398c	cysW	PROBABLE SULFATE-TRANSPORT INTEGRAL MEMBRANE PROTEIN ABC TRANSPORTER CYSW 	16	0	0.0	0.0	0.0	1.00000	1.00000
Rv2399c	cysT	PROBABLE SULFATE-TRANSPORT INTEGRAL MEMBRANE PROTEIN ABC TRANSPORTER CYST 	10	0	0.0	0.0	0.0	1.00000	1.00000
Rv2400c	subI	PROBABLE SULFATE-BINDING LIPOPROTEIN SUBI 	17	0	0.0	0.0	0.0	1.00000	1.00000
Rv2401	-	hypothetical protein Rv2401 	3	1	115.3	114.9	-0.4	1.00000	1.00000
Rv2401A	-	POSSIBLE CONSERVED MEMBRANE PROTEIN 	1	0	0.0	0.0	0.0	1.00000	1.00000
Rv2402	-	hypothetical protein Rv2402 	26	22	7711.0	6326.1	-1384.9	0.79450	1.00000
Rv2403c	lppR	PROBABLE CONSERVED LIPOPROTEIN LPPR 	7	4	291.2	530.5	239.2	0.40040	1.00000
Rv2404c	lepA	GTP-binding protein LepA 	27	22	4920.3	2546.0	-2374.3	0.23780	1.00000
Rv2405	-	hypothetical protein Rv2405 	8	8	1234.7	2251.9	1017.2	0.44670	1.00000
Rv2406c	-	hypothetical protein Rv2406c 	7	6	2932.6	4673.4	1740.9	0.55460	1.00000
Rv2407	-	ribonuclease Z 	9	5	971.8	937.4	-34.5	0.95930	1.00000
Rv2408	PE24	POSSIBLE PE FAMILY-RELATED PROTEIN 	13	12	3120.7	3883.3	762.6	0.73460	1.00000
Rv2409c	-	hypothetical protein Rv2409c 	18	16	3554.9	3905.9	351.0	0.89320	1.00000
Rv2410c	-	hypothetical protein Rv2410c 	9	4	503.5	653.5	150.0	0.74940	1.00000
Rv2411c	-	hypothetical protein Rv2411c 	22	20	16037.6	14573.8	-1463.9	0.90610	1.00000
Rv2412	rpsT	30S ribosomal protein S20 	1	0	0.0	0.0	0.0	1.00000	1.00000
Rv2413c	-	hypothetical protein Rv2413c 	13	0	0.0	0.0	0.0	1.00000	1.00000
Rv2414c	-	hypothetical protein Rv2414c 	9	5	307.3	428.9	121.6	0.60850	1.00000
Rv2415c	-	hypothetical protein Rv2415c 	14	9	2364.7	2098.7	-266.0	0.85180	1.00000
Rv2416c	eis	hypothetical protein Rv2416c 	26	11	1043.0	479.1	-563.9	0.19690	1.00000
Rv2417c	-	hypothetical protein Rv2417c 	10	5	320.8	521.4	200.5	0.50810	1.00000
Rv2418c	-	hypothetical protein Rv2418c 	20	5	164.8	7.0	-157.8	0.18670	1.00000
Rv2419c	-	PROBABLE PHOSPHOGLYCERATE MUTASE (PHOSPHOGLYCEROMUTASE) 	7	5	175.3	275.7	100.4	0.60680	1.00000
Rv2420c	-	hypothetical protein Rv2420c 	4	2	126.3	117.4	-8.9	1.00000	1.00000
Rv2421c	nadD	nicotinic acid mononucleotide adenyltransferase 	12	0	0.0	0.0	0.0	1.00000	1.00000
Rv2422	-	hypothetical protein Rv2422 	4	4	630.3	3275.8	2645.5	0.33810	1.00000
Rv2423	-	hypothetical protein Rv2423 	17	15	4626.2	4401.8	-224.4	0.93990	1.00000
Rv2424c	-	PROBABLE TRANSPOSASE 	4	3	450.4	622.6	172.2	0.62030	1.00000
Rv2425c	-	hypothetical protein Rv2425c 	16	14	3363.1	3034.2	-328.9	0.87680	1.00000
Rv2426c	-	hypothetical protein Rv2426c 	10	9	2265.5	2586.2	320.7	0.84050	1.00000
Rv2427c	proA	gamma-glutamyl phosphate reductase 	15	9	301.6	399.2	97.7	0.69270	1.00000
Rv2428	ahpC	ALKYL HYDROPEROXIDE REDUCTASE C PROTEIN AHPC (ALKYL HYDROPEROXIDASE C) 	8	2	129.9	69.2	-60.7	0.65450	1.00000
Rv2429	ahpD	ALKYL HYDROPEROXIDE REDUCTASE D PROTEIN AHPD (ALKYL HYDROPEROXIDASE D) 	10	9	1257.1	1313.1	55.9	0.95150	1.00000
Rv2430c	PPE41	PPE FAMILY PROTEIN 	8	7	489.8	908.9	419.1	0.39780	1.00000
Rv2431c	PE25	PE FAMILY PROTEIN 	5	5	3138.9	353097.9	349958.9	0.20250	1.00000
Rv2432c	-	hypothetical protein Rv2432c 	7	4	1166.7	1947.8	781.1	0.50830	1.00000
Rv2433c	-	hypothetical protein Rv2433c 	6	3	274.9	410.7	135.8	0.62220	1.00000
Rv2434c	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	23	10	656.0	303.1	-352.9	0.22930	1.00000
Rv2435c	-	PROBABLE CYCLASE (ADENYLYL-OR GUANYLYL-)(ADENYLATE-OR GUANYLATE-) 	50	27	2128.7	3177.8	1049.1	0.51630	1.00000
Rv2436	rbsK	RIBOKINASE RBSK 	11	5	328.0	701.7	373.7	0.32620	1.00000
Rv2437	-	hypothetical protein Rv2437 	9	6	442.5	689.7	247.2	0.61880	1.00000
Rv2438A	-	hypothetical protein Rv2438A 	5	1	304.9	139.2	-165.6	0.90570	1.00000
Rv2438c	nadE	NAD synthetase 	35	0	0.0	0.0	0.0	1.00000	1.00000
Rv2439c	proB	gamma-glutamyl kinase 	11	0	0.0	0.0	0.0	1.00000	1.00000
Rv2440c	obgE	GTPase ObgE 	11	0	0.0	0.0	0.0	1.00000	1.00000
Rv2441c	rpmA	50S ribosomal protein L27 	4	0	0.0	0.0	0.0	1.00000	1.00000
Rv2442c	rplU	50S ribosomal protein L21 	3	0	0.0	0.0	0.0	1.00000	1.00000
Rv2443	dctA	PROBABLE C4-DICARBOXYLATE-TRANSPORT TRANSMEMBRANE PROTEIN DCTA 	19	18	3913.3	6401.0	2487.6	0.36880	1.00000
Rv2444c	rne	POSSIBLE RIBONUCLEASE E RNE 	28	1	110.9	213.3	102.3	0.56500	1.00000
Rv2445c	ndk	nucleoside diphosphate kinase 	3	0	0.0	0.0	0.0	1.00000	1.00000
Rv2446c	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	6	5	1886.4	1268.7	-617.7	0.53060	1.00000
Rv2447c	folC	PROBABLE FOLYLPOLYGLUTAMATE SYNTHASE PROTEIN FOLC (FOLYLPOLY-GAMMA-GLUTAMATE SYNTHETASE) (FPGS) 	13	0	0.0	0.0	0.0	1.00000	1.00000
Rv2448c	valS	valyl-tRNA synthetase 	24	0	0.0	0.0	0.0	1.00000	1.00000
Rv2449c	-	hypothetical protein Rv2449c 	23	19	5543.7	4823.6	-720.1	0.86230	1.00000
Rv2450c	rpfE	PROBABLE RESUSCITATION-PROMOTING FACTOR RPFE 	7	5	1495.2	1227.7	-267.5	0.78160	1.00000
Rv2451	-	HYPOTHETICAL PROLINE AND SERINE RICH PROTEIN 	8	5	413.0	545.5	132.5	0.81250	1.00000
Rv2452c	-	hypothetical protein Rv2452c 	7	6	262.5	498.9	236.4	0.56420	1.00000
Rv2453c	mobA	molybdopterin-guanine dinucleotide biosynthesis protein A 	5	4	1244.0	1225.6	-18.4	0.98310	1.00000
Rv2454c	-	2-oxoglutarate ferredoxin oxidoreductase subunit beta 	15	0	0.0	0.0	0.0	1.00000	1.00000
Rv2455c	-	PROBABLE OXIDOREDUCTASE (ALPHA SUBUNIT) 	37	0	0.0	0.0	0.0	1.00000	1.00000
Rv2456c	-	PROBABLE CONSERVED INTEGRAL MEMBRANE TRANSPORT PROTEIN 	20	17	4459.5	7732.8	3273.3	0.32120	1.00000
Rv2457c	clpX	ATP-dependent protease ATP-binding subunit 	17	0	0.0	0.0	0.0	1.00000	1.00000
Rv2458	mmuM	homocysteine methyltransferase 	17	15	5266.4	3398.4	-1868.0	0.44210	1.00000
Rv2459	-	PROBABLE CONSERVED INTEGRAL MEMBRANE TRANSPORT PROTEIN 	20	16	4328.6	5616.0	1287.4	0.68450	1.00000
Rv2460c	clpP2	ATP-dependent Clp protease proteolytic subunit 	9	0	0.0	0.0	0.0	1.00000	1.00000
Rv2461c	clpP	ATP-dependent Clp protease proteolytic subunit 	10	0	0.0	0.0	0.0	1.00000	1.00000
Rv2462c	tig	trigger factor 	18	14	2517.7	582.7	-1935.0	0.02260	0.95930
Rv2463	lipP	PROBABLE ESTERASE/LIPASE LIPP 	17	14	5762.2	4625.9	-1136.3	0.74620	1.00000
Rv2464c	-	POSSIBLE DNA GLYCOSYLASE 	10	7	3648.6	3237.0	-411.6	0.86750	1.00000
Rv2465c	-	ribose-5-phosphate isomerase B 	6	0	0.0	0.0	0.0	1.00000	1.00000
Rv2466c	-	hypothetical protein Rv2466c 	9	7	1947.3	1707.7	-239.5	0.84620	1.00000
Rv2467	pepN	PROBABLE AMINOPEPTIDASE N PEPN (LYSYL AMINOPEPTIDASE) (LYS-AP) (ALANINE AMINOPEPTIDASE) 	35	31	3436.9	5910.6	2473.7	0.33960	1.00000
Rv2468c	-	hypothetical protein Rv2468c 	5	5	1290.0	995.4	-294.6	0.70500	1.00000
Rv2469c	-	hypothetical protein Rv2469c 	8	7	1686.0	1056.0	-630.0	0.57700	1.00000
Rv2470	glbO	POSSIBLE GLOBIN (OXYGEN-BINDING PROTEIN) GLBO 	8	4	48.3	48.0	-0.3	0.98900	1.00000
Rv2471	aglA	PROBABLE ALPHA-GLUCOSIDASE AGLA (MALTASE) (GLUCOINVERTASE) (GLUCOSIDOSUCRASE) (MALTASE-GLUCOAMYLASE) (LYSOSOMAL ALPHA-GLUCOSIDASE) (ACID MALTASE) 	16	12	2764.4	2887.0	122.6	0.94870	1.00000
Rv2472	-	hypothetical protein Rv2472 	8	6	921.6	1709.7	788.1	0.28560	1.00000
Rv2473	-	POSSIBLE ALANINE AND PROLINE RICH MEMBRANE PROTEIN 	15	13	2107.7	1736.1	-371.6	0.77810	1.00000
Rv2474c	-	hypothetical protein Rv2474c 	13	4	726.2	598.1	-128.1	0.80630	1.00000
Rv2475c	-	hypothetical protein Rv2475c 	8	6	572.2	831.8	259.5	0.65900	1.00000
Rv2476c	gdh	PROBABLE NAD-DEPENDENT GLUTAMATE DEHYDROGENASE GDH (NAD-GDH) (NAD-DEPENDENT GLUTAMIC DEHYDROGENASE) 	56	3	187.7	43.4	-144.3	0.29290	1.00000
Rv2477c	-	putative ABC transporter ATP-binding protein 	23	0	0.0	0.0	0.0	1.00000	1.00000
Rv2478c	-	hypothetical protein Rv2478c 	5	5	2074.7	2999.7	925.0	0.58870	1.00000
Rv2479c	-	PROBABLE TRANSPOSASE 	0	0	0.0	0.0	0.0	1.00000	1.00000
Rv2480c	-	POSSIBLE TRANSPOSASE 	0	0	0.0	0.0	0.0	1.00000	1.00000
Rv2481c	-	hypothetical protein Rv2481c 	2	1	87.9	279.8	191.9	0.20110	1.00000
Rv2482c	plsB2	glycerol-3-phosphate acyltransferase 	38	24	2580.0	3030.9	451.0	0.82580	1.00000
Rv2483c	plsC	POSSIBLE TRANSMEMBRANE PHOSPHOLIPID BIOSYNTHESIS BIFUNCTIONNAL ENZYME PLSC: PUTATIVE L-3-PHOSPHOSERINE PHOSPHATASE (O-PHOSPHOSERINE PHOSPHOHYDROLASE) (PSP) (PSPASE) + 1-ACYL-SN-GLYCEROL-3-PHOSPHATE ACYLTRANSFERASE (1-AGP ACYLTRANSFERASE) (1-AGPAT) (LYSOPHOSPHATIDIC ACID ACYLTRANSFERASE) (LPAAT) 	23	12	1394.7	2456.5	1061.8	0.35430	1.00000
Rv2484c	-	hypothetical protein Rv2484c 	20	17	2702.2	3861.0	1158.8	0.56870	1.00000
Rv2485c	lipQ	PROBABLE CARBOXYLESTERASE LIPQ 	19	17	4981.5	5624.1	642.6	0.86280	1.00000
Rv2486	echA14	enoyl-CoA hydratase 	9	8	3525.6	2183.5	-1342.1	0.46480	1.00000
Rv2487c	PE_PGRS42	PE-PGRS FAMILY PROTEIN 	21	12	2427.3	2105.5	-321.9	0.83820	1.00000
Rv2488c	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (LUXR-FAMILY) 	38	32	10194.5	8805.8	-1388.7	0.92430	1.00000
Rv2489c	-	HYPOTHETICAL ALANINE RICH PROTEIN 	4	4	1307.8	2003.2	695.4	0.59700	1.00000
Rv2490c	PE_PGRS43	PE-PGRS FAMILY PROTEIN 	45	32	13419.0	11182.7	-2236.3	0.80270	1.00000
Rv2491	-	hypothetical protein Rv2491 	14	3	71.5	223.7	152.2	0.26000	1.00000
Rv2492	-	hypothetical protein Rv2492 	26	7	514.5	1054.3	539.8	0.29770	1.00000
Rv2493	-	hypothetical protein Rv2493 	0	0	0.0	0.0	0.0	1.00000	1.00000
Rv2494	-	hypothetical protein Rv2494 	5	4	904.7	370.8	-533.9	0.20200	1.00000
Rv2495c	pdhC	branched-chain alpha-keto acid dehydrogenase subunit E2 	14	7	258.3	655.4	397.2	0.28510	1.00000
Rv2496c	pdhB	PROBABLE PYRUVATE DEHYDROGENASE E1 COMPONENT (BETA SUBUNIT) PDHB (PYRUVATE DECARBOXYLASE) (PYRUVATE DEHYDROGENASE) (PYRUVIC DEHYDROGENASE) 	23	8	149.1	260.9	111.8	0.44600	1.00000
Rv2497c	pdhA	PROBABLE PYRUVATE DEHYDROGENASE E1 COMPONENT (ALPHA SUBUNIT) PDHA (PYRUVATE DECARBOXYLASE) (PYRUVATE DEHYDROGENASE) (PYRUVIC DEHYDROGENASE) 	22	12	602.4	2175.4	1573.0	0.02360	0.97899
Rv2498c	citE	PROBABLE CITRATE (PRO-3S)-LYASE (BETA SUBUNIT) CITE (CITRASE) (CITRATASE) (CITRITASE) (CITRIDESMOLASE) (CITRASE ALDOLASE) 	9	7	790.9	765.3	-25.6	0.96670	1.00000
Rv2499c	-	POSSIBLE OXIDASE REGULATORY-RELATED PROTEIN 	5	3	1266.5	820.1	-446.4	0.56850	1.00000
Rv2500c	fadE19	POSSIBLE ACYL-CoA DEHYDROGENASE FADE19 (MMGC) 	23	6	437.9	349.4	-88.6	0.79550	1.00000
